transaction_amt,transaction_hr,payment_mtd,product_cat,product_qty,customer_age,customer_dev,account_days
60.97,9,debit card,clothing,2,44,tablet,80
81.72,18,bank transfer,toys & games,4,35,tablet,331
29.95,3,debit card,home & garden,1,48,mobile,244
193.95,17,bank transfer,toys & games,4,33,tablet,302
20.54,1,credit card,health & beauty,3,33,mobile,278
153.37,20,bank transfer,toys & games,3,48,tablet,66
52.74,8,debit card,toys & games,2,28,tablet,45
241.54,18,credit card,clothing,5,50,desktop,108
22.47,18,credit card,electronics,3,31,mobile,54
242.8,1,bank transfer,electronics,4,31,mobile,143
62.08,9,debit card,clothing,2,43,tablet,334
110.51,3,bank transfer,clothing,2,30,tablet,177
40.64,16,bank transfer,clothing,1,40,desktop,141
84.16,23,credit card,clothing,3,43,mobile,191
126.78,23,debit card,clothing,5,24,mobile,360
51.01,11,bank transfer,electronics,5,15,mobile,211
24.41,2,bank transfer,toys & games,1,44,mobile,184
284.81,21,debit card,electronics,5,39,desktop,159
299.97,14,bank transfer,clothing,5,28,tablet,131
32.23,8,debit card,clothing,5,46,tablet,66
217.75,3,debit card,home & garden,4,53,desktop,8
81.34,0,credit card,electronics,4,40,tablet,271
25.46,2,debit card,clothing,5,29,tablet,359
217.77,1,credit card,electronics,5,46,mobile,159
178.04,22,PayPal,health & beauty,3,16,tablet,35
259.43,1,PayPal,health & beauty,4,57,mobile,108
44.91,16,debit card,clothing,1,35,tablet,84
126.61,21,PayPal,clothing,3,51,desktop,162
47.6,14,PayPal,toys & games,3,32,desktop,219
46.71,8,debit card,clothing,2,34,mobile,258
301.45,11,debit card,home & garden,5,29,desktop,140
53.82,16,PayPal,electronics,1,44,desktop,202
14.09,9,debit card,toys & games,1,31,tablet,13
49.38,17,credit card,toys & games,1,40,tablet,135
103.48,22,credit card,toys & games,4,38,desktop,114
41.31,12,credit card,clothing,3,36,desktop,153
116.31,7,bank transfer,electronics,2,36,desktop,273
45.39,15,bank transfer,health & beauty,2,42,desktop,68
44.29,11,credit card,toys & games,1,33,tablet,28
51.03,12,credit card,clothing,5,30,desktop,343
56.74,4,bank transfer,clothing,5,40,mobile,16
41.16,7,credit card,health & beauty,2,44,tablet,278
62.06,7,PayPal,electronics,1,42,tablet,63
158.87,1,bank transfer,clothing,4,25,tablet,203
192.56,3,credit card,toys & games,5,29,tablet,115
39.46,16,bank transfer,home & garden,5,22,desktop,330
624.97,5,bank transfer,electronics,2,27,mobile,146
18.85,19,bank transfer,electronics,2,40,desktop,297
96.8,23,credit card,home & garden,5,45,tablet,167
44.65,12,debit card,electronics,5,44,mobile,183
84,19,debit card,clothing,5,44,mobile,235
235.96,7,credit card,health & beauty,5,25,desktop,11
205.03,14,PayPal,home & garden,4,42,tablet,80
120.96,18,credit card,clothing,3,43,tablet,53
84.23,5,credit card,home & garden,4,27,mobile,161
321.5,0,bank transfer,toys & games,2,29,desktop,17
11.22,6,credit card,electronics,1,31,mobile,284
14.2,6,PayPal,health & beauty,4,28,desktop,235
44.63,8,PayPal,clothing,5,24,mobile,286
345.88,5,debit card,home & garden,5,10,tablet,264
920.26,8,debit card,electronics,2,31,tablet,118
104.21,20,bank transfer,health & beauty,3,21,mobile,325
62.14,0,bank transfer,home & garden,1,49,mobile,22
178.99,17,credit card,home & garden,3,32,tablet,29
36.58,20,credit card,electronics,2,22,desktop,270
12.88,21,bank transfer,home & garden,4,35,mobile,124
86.47,12,credit card,health & beauty,3,38,mobile,277
167.05,9,bank transfer,toys & games,5,28,tablet,74
144.19,2,debit card,health & beauty,5,22,tablet,346
124.8,21,debit card,clothing,5,37,mobile,47
107.8,8,debit card,toys & games,3,48,mobile,44
62,7,debit card,clothing,3,40,tablet,322
199.01,22,PayPal,toys & games,5,35,tablet,200
52.93,13,bank transfer,electronics,3,53,desktop,338
187.25,8,debit card,clothing,3,39,desktop,333
206.69,3,bank transfer,electronics,3,43,mobile,306
40.28,13,credit card,electronics,5,51,mobile,113
33.09,4,PayPal,clothing,1,29,tablet,115
234.13,11,bank transfer,health & beauty,4,6,tablet,302
116.58,6,PayPal,electronics,3,41,mobile,318
102.05,5,bank transfer,home & garden,2,46,mobile,176
73.43,23,PayPal,toys & games,5,38,desktop,147
21.92,17,credit card,toys & games,1,42,desktop,179
56.66,11,credit card,clothing,1,33,mobile,168
142.19,21,credit card,health & beauty,2,35,tablet,134
22.68,17,bank transfer,electronics,4,42,desktop,264
10.59,8,bank transfer,health & beauty,4,15,tablet,287
28.13,2,debit card,electronics,3,26,desktop,284
148.43,9,debit card,toys & games,5,24,desktop,247
28.96,11,debit card,electronics,2,40,tablet,289
101.13,13,credit card,toys & games,2,41,tablet,290
10.12,9,bank transfer,home & garden,2,22,tablet,27
332.63,13,debit card,health & beauty,5,41,desktop,20
54.1,13,PayPal,electronics,3,35,desktop,348
10.87,1,debit card,clothing,3,30,mobile,178
31.07,10,debit card,toys & games,3,35,mobile,10
90.66,16,debit card,home & garden,5,48,tablet,88
51.95,8,PayPal,toys & games,4,32,mobile,309
21.19,0,debit card,electronics,4,47,tablet,263
77.72,0,bank transfer,health & beauty,5,34,mobile,174
144.6,3,bank transfer,health & beauty,3,40,tablet,184
135.88,23,credit card,home & garden,3,48,tablet,147
486.42,14,bank transfer,health & beauty,5,25,mobile,261
80.81,17,debit card,electronics,2,37,tablet,271
259.8,16,credit card,clothing,4,32,mobile,38
41.88,7,credit card,electronics,4,36,tablet,170
43.19,17,bank transfer,clothing,4,33,desktop,178
68.23,10,bank transfer,clothing,5,19,mobile,197
10.69,21,bank transfer,health & beauty,1,28,mobile,51
52.02,6,PayPal,electronics,3,44,tablet,35
20.9,2,credit card,health & beauty,4,28,desktop,290
279.36,19,debit card,toys & games,4,35,desktop,238
68.87,5,credit card,clothing,3,42,desktop,93
51.86,2,debit card,clothing,3,29,mobile,136
178.22,17,PayPal,electronics,3,39,mobile,48
71.37,1,debit card,electronics,2,36,mobile,70
457.38,15,credit card,health & beauty,2,30,desktop,248
122.49,6,bank transfer,health & beauty,2,31,tablet,154
26.03,21,debit card,toys & games,2,28,desktop,213
175.37,11,debit card,clothing,4,29,desktop,59
202.37,22,debit card,clothing,3,30,tablet,307
98.24,1,credit card,toys & games,4,24,desktop,359
116.88,19,credit card,health & beauty,3,37,tablet,241
176.6,8,PayPal,electronics,3,52,mobile,113
159.32,13,credit card,toys & games,3,40,mobile,148
98.83,0,debit card,home & garden,5,40,mobile,157
293.88,16,debit card,health & beauty,5,33,desktop,89
195.44,16,bank transfer,health & beauty,5,36,tablet,300
109.79,21,credit card,health & beauty,4,48,desktop,221
53.88,16,debit card,toys & games,3,39,tablet,352
451.05,5,PayPal,toys & games,4,25,desktop,30
197.25,9,bank transfer,toys & games,5,19,desktop,143
37.96,14,debit card,health & beauty,5,32,mobile,124
347.45,2,debit card,electronics,1,30,tablet,134
45.48,15,credit card,health & beauty,1,19,tablet,154
104.95,5,bank transfer,home & garden,5,46,desktop,61
621.19,20,bank transfer,home & garden,3,23,desktop,286
278.35,8,credit card,electronics,4,5,tablet,297
68.46,11,PayPal,clothing,3,48,desktop,29
47.72,23,bank transfer,toys & games,2,19,desktop,290
163.15,16,debit card,electronics,4,43,tablet,332
54.7,17,bank transfer,home & garden,2,62,tablet,164
15.44,3,bank transfer,toys & games,2,58,tablet,110
38.13,5,debit card,health & beauty,1,33,tablet,25
374.65,4,debit card,electronics,2,30,desktop,241
17.98,12,debit card,clothing,4,52,tablet,58
41.48,17,debit card,electronics,4,34,desktop,127
98.9,12,PayPal,clothing,2,24,mobile,212
127.69,13,PayPal,clothing,5,41,mobile,252
171.83,12,credit card,home & garden,4,44,tablet,186
24.35,17,bank transfer,health & beauty,3,35,mobile,150
46.19,16,credit card,electronics,5,50,desktop,231
110.47,21,credit card,electronics,2,44,mobile,271
462.59,0,bank transfer,health & beauty,5,32,mobile,257
264.78,8,bank transfer,toys & games,4,16,tablet,185
127.49,0,PayPal,clothing,5,32,tablet,70
114.32,21,debit card,clothing,4,36,tablet,183
99.45,19,credit card,electronics,4,33,mobile,348
79.33,2,bank transfer,toys & games,3,29,mobile,263
288.89,2,bank transfer,toys & games,4,41,desktop,351
153.6,8,bank transfer,electronics,2,42,desktop,27
260.81,3,debit card,clothing,5,42,tablet,37
101.99,19,PayPal,clothing,5,32,tablet,30
70.11,4,credit card,health & beauty,5,14,tablet,325
348.73,8,PayPal,electronics,5,22,tablet,277
28.35,9,PayPal,toys & games,2,31,mobile,271
50.3,16,debit card,clothing,1,45,mobile,4
74.11,22,PayPal,clothing,5,45,mobile,8
91.07,10,credit card,health & beauty,5,33,desktop,21
19.79,17,credit card,health & beauty,5,29,mobile,229
110.26,22,credit card,electronics,3,21,tablet,325
106.61,5,credit card,home & garden,4,28,desktop,245
145.98,22,bank transfer,home & garden,5,42,desktop,138
94.67,16,debit card,clothing,2,36,desktop,114
70.25,7,PayPal,home & garden,2,30,desktop,26
96.25,18,debit card,health & beauty,5,32,mobile,232
160.1,15,PayPal,clothing,4,31,tablet,155
47.43,22,PayPal,electronics,3,29,desktop,85
188.53,15,debit card,home & garden,3,22,tablet,113
328.57,21,debit card,electronics,5,17,desktop,18
531.01,11,bank transfer,health & beauty,2,31,tablet,313
10.35,1,bank transfer,clothing,3,20,tablet,114
136.39,16,debit card,clothing,3,43,mobile,73
67.93,14,bank transfer,clothing,3,16,tablet,334
244.32,7,bank transfer,electronics,1,51,desktop,41
13.05,19,PayPal,clothing,4,24,tablet,222
273.76,3,credit card,electronics,4,21,desktop,266
114.76,6,credit card,health & beauty,3,35,tablet,66
731.43,21,debit card,electronics,1,32,desktop,106
130.77,22,bank transfer,clothing,4,22,desktop,45
86.58,4,bank transfer,electronics,4,31,tablet,245
307.6,2,bank transfer,health & beauty,5,19,mobile,325
61.73,9,bank transfer,electronics,5,39,tablet,58
69.45,21,bank transfer,toys & games,4,48,mobile,198
235.46,3,debit card,electronics,5,30,mobile,296
40.99,5,PayPal,electronics,1,30,desktop,266
28.86,0,PayPal,health & beauty,4,19,tablet,161
27.94,12,debit card,electronics,1,24,desktop,147
73.83,12,PayPal,electronics,4,32,tablet,107
16.59,18,bank transfer,health & beauty,2,34,tablet,143
15.32,11,debit card,electronics,2,30,tablet,108
150.34,11,debit card,clothing,4,10,mobile,342
43.64,0,debit card,toys & games,3,47,desktop,17
229.75,5,debit card,toys & games,4,24,mobile,207
39.75,7,credit card,electronics,4,36,tablet,181
31.41,1,debit card,electronics,1,35,mobile,236
213.86,7,debit card,electronics,5,53,desktop,116
100.01,4,bank transfer,toys & games,4,27,desktop,47
186.31,6,debit card,toys & games,4,36,tablet,248
62.35,4,credit card,toys & games,5,40,tablet,81
52.31,10,credit card,health & beauty,1,29,desktop,292
138.63,5,PayPal,electronics,3,23,tablet,298
95.09,4,debit card,health & beauty,2,56,desktop,188
16.6,5,PayPal,health & beauty,4,59,mobile,39
152.29,19,credit card,clothing,4,21,desktop,219
100.76,21,bank transfer,clothing,2,40,mobile,203
123.18,23,debit card,clothing,4,36,tablet,33
227.98,10,bank transfer,electronics,3,31,tablet,288
29.13,20,bank transfer,electronics,2,50,desktop,338
65.73,5,debit card,electronics,1,12,desktop,333
15.51,5,debit card,toys & games,1,32,mobile,198
98.08,19,debit card,toys & games,4,39,tablet,107
79.05,0,debit card,clothing,3,41,desktop,20
80.94,10,debit card,toys & games,2,40,tablet,331
174.88,21,credit card,health & beauty,3,57,desktop,73
182.99,21,debit card,home & garden,5,32,desktop,188
246.83,13,PayPal,toys & games,4,24,mobile,66
206.9,21,bank transfer,electronics,5,42,mobile,154
270.82,5,bank transfer,electronics,4,47,tablet,134
88.38,19,bank transfer,electronics,4,36,tablet,88
143.9,18,bank transfer,electronics,3,41,desktop,232
45.84,21,bank transfer,electronics,4,16,mobile,45
135.64,16,PayPal,clothing,3,64,desktop,358
25.02,23,debit card,electronics,5,37,tablet,107
321.64,5,debit card,health & beauty,4,26,mobile,73
21.38,18,bank transfer,home & garden,5,33,mobile,230
191.69,14,credit card,home & garden,5,36,mobile,196
64.64,17,bank transfer,electronics,4,24,tablet,61
82.21,5,PayPal,electronics,2,52,tablet,156
151.22,13,debit card,health & beauty,5,21,tablet,18
208.87,17,debit card,electronics,5,12,mobile,307
26.98,6,bank transfer,electronics,1,47,mobile,63
101.87,17,credit card,electronics,3,35,desktop,322
68.89,6,bank transfer,clothing,1,39,tablet,199
87.02,1,debit card,clothing,2,40,desktop,240
105.68,19,bank transfer,toys & games,3,11,desktop,108
40.7,5,debit card,toys & games,3,43,tablet,36
342.52,0,bank transfer,electronics,4,42,mobile,10
119.34,1,credit card,health & beauty,2,42,tablet,345
96.81,22,bank transfer,electronics,5,39,mobile,360
57.43,18,bank transfer,clothing,2,37,mobile,31
230.03,19,credit card,clothing,5,34,tablet,147
33.12,9,PayPal,health & beauty,2,30,tablet,119
76.97,15,PayPal,electronics,5,21,mobile,50
168.78,10,bank transfer,toys & games,1,18,tablet,223
219.66,6,bank transfer,clothing,4,31,mobile,20
30.62,20,debit card,clothing,1,30,desktop,318
27.91,21,PayPal,health & beauty,1,22,mobile,261
96.01,6,bank transfer,health & beauty,3,28,tablet,9
78.09,11,debit card,home & garden,3,47,tablet,217
96.57,3,debit card,clothing,5,41,desktop,333
350.9,5,bank transfer,clothing,1,23,desktop,8
33.17,9,credit card,clothing,4,39,desktop,229
203.92,19,credit card,toys & games,5,29,mobile,295
543.51,8,bank transfer,electronics,5,49,tablet,204
41.58,10,credit card,home & garden,3,19,mobile,87
31.9,17,debit card,health & beauty,4,36,desktop,100
21.99,11,credit card,clothing,3,18,desktop,225
65.15,21,PayPal,health & beauty,3,42,mobile,77
157.99,21,credit card,health & beauty,5,30,desktop,86
364.26,6,debit card,clothing,5,53,tablet,237
192.8,21,credit card,health & beauty,5,34,tablet,136
304.76,3,bank transfer,health & beauty,5,35,mobile,190
195.43,12,PayPal,toys & games,3,41,mobile,222
178.45,1,credit card,health & beauty,4,46,tablet,57
445.51,7,bank transfer,clothing,2,30,mobile,9
187.98,13,bank transfer,toys & games,5,37,mobile,90
1337.5,6,bank transfer,health & beauty,1,43,desktop,1
161.8,8,credit card,health & beauty,3,28,tablet,165
13.66,12,credit card,health & beauty,5,45,tablet,342
158,10,credit card,electronics,5,33,tablet,50
163.71,7,credit card,electronics,3,24,mobile,27
118.84,21,debit card,toys & games,3,28,desktop,261
104.78,2,debit card,electronics,5,40,mobile,1
101.82,16,debit card,health & beauty,2,37,mobile,353
38.64,9,credit card,electronics,2,52,tablet,1
131.57,4,credit card,home & garden,5,44,mobile,127
408.26,4,credit card,electronics,2,29,mobile,204
339.09,12,bank transfer,electronics,4,31,mobile,348
110.53,5,PayPal,electronics,4,48,desktop,97
119.14,11,bank transfer,health & beauty,3,26,desktop,100
20.27,20,debit card,electronics,5,28,mobile,359
24.07,21,debit card,electronics,3,26,mobile,124
42.81,16,bank transfer,toys & games,1,33,mobile,174
16.93,5,debit card,health & beauty,2,41,mobile,143
16.06,16,debit card,health & beauty,5,1,tablet,41
38.62,12,credit card,home & garden,3,7,mobile,347
151.79,15,bank transfer,health & beauty,5,35,mobile,252
338.85,22,PayPal,toys & games,5,31,mobile,41
120.85,11,credit card,health & beauty,5,33,desktop,313
168.54,15,credit card,clothing,5,25,desktop,285
49.14,6,credit card,toys & games,5,42,desktop,25
88.78,1,credit card,health & beauty,5,43,desktop,216
82.92,9,debit card,health & beauty,5,32,mobile,290
160.67,19,bank transfer,clothing,3,40,tablet,59
305.29,21,bank transfer,health & beauty,3,39,desktop,281
28.08,6,bank transfer,clothing,3,28,tablet,38
256.88,13,credit card,health & beauty,5,19,desktop,251
24,9,credit card,toys & games,5,55,tablet,199
43.63,19,bank transfer,clothing,1,37,desktop,64
752.08,0,bank transfer,clothing,4,19,desktop,56
66.72,19,debit card,clothing,1,42,mobile,256
48.63,21,debit card,clothing,1,43,mobile,97
260.69,22,PayPal,clothing,5,49,tablet,91
216.08,1,credit card,toys & games,5,15,mobile,61
69.65,20,debit card,clothing,1,20,mobile,250
89.57,10,credit card,health & beauty,3,30,desktop,345
156.1,23,credit card,electronics,3,35,mobile,5
114.12,13,bank transfer,clothing,2,25,mobile,154
153.1,22,PayPal,health & beauty,3,23,mobile,254
15.78,15,credit card,health & beauty,3,11,tablet,356
383.3,5,bank transfer,electronics,2,30,desktop,141
276.35,15,credit card,electronics,5,42,tablet,255
85.72,11,bank transfer,toys & games,4,24,tablet,9
145.35,23,PayPal,clothing,5,13,tablet,256
25.28,2,bank transfer,home & garden,4,10,tablet,124
37.66,1,credit card,health & beauty,5,28,desktop,5
141.69,4,debit card,toys & games,3,36,desktop,87
258.71,1,bank transfer,toys & games,4,17,desktop,62
59.1,2,debit card,home & garden,1,17,mobile,88
157.19,3,credit card,electronics,2,30,desktop,343
87.96,19,PayPal,electronics,4,44,mobile,160
83.22,0,debit card,electronics,5,26,tablet,303
73.08,5,debit card,home & garden,5,26,mobile,4
52.4,15,credit card,toys & games,4,30,tablet,120
104.97,12,bank transfer,clothing,2,36,mobile,14
138.46,6,PayPal,health & beauty,3,42,mobile,239
63.79,18,credit card,toys & games,5,45,mobile,172
24.25,13,debit card,clothing,2,33,desktop,86
91.32,18,credit card,toys & games,5,27,mobile,141
112.59,9,credit card,health & beauty,4,31,desktop,352
104.13,19,credit card,electronics,5,30,tablet,289
66.18,0,bank transfer,clothing,4,28,mobile,345
78.18,8,bank transfer,toys & games,4,21,tablet,275
297.61,8,credit card,home & garden,4,38,tablet,77
171.63,16,bank transfer,health & beauty,4,37,mobile,131
31.85,9,bank transfer,health & beauty,2,36,desktop,276
15.5,8,debit card,health & beauty,5,51,mobile,264
27.08,7,credit card,health & beauty,2,35,desktop,305
13.7,10,credit card,health & beauty,2,29,mobile,245
120.27,8,bank transfer,health & beauty,5,51,tablet,287
243.17,21,debit card,clothing,5,30,mobile,231
119.39,3,bank transfer,home & garden,4,26,desktop,84
786.03,11,credit card,electronics,4,34,mobile,302
51.23,23,credit card,toys & games,2,40,mobile,233
135.01,8,debit card,electronics,3,29,desktop,312
50.21,11,debit card,clothing,4,38,mobile,56
74.39,14,bank transfer,clothing,5,35,desktop,44
94.11,5,debit card,toys & games,3,20,mobile,266
33.18,16,credit card,electronics,4,43,desktop,191
173.78,19,debit card,home & garden,3,24,mobile,165
316.78,12,bank transfer,electronics,1,44,desktop,97
57.97,2,bank transfer,electronics,3,19,mobile,183
262.26,21,bank transfer,health & beauty,4,16,desktop,330
107.19,10,debit card,home & garden,3,30,desktop,36
295.69,23,debit card,home & garden,5,34,tablet,271
196.52,21,debit card,toys & games,4,25,desktop,113
179.38,13,PayPal,health & beauty,4,32,mobile,48
99.32,21,debit card,electronics,4,33,desktop,187
132.57,1,credit card,toys & games,2,31,tablet,137
33.93,6,credit card,clothing,1,36,desktop,130
97.54,4,credit card,health & beauty,5,24,desktop,283
32.34,8,debit card,toys & games,3,22,tablet,115
69.96,4,credit card,electronics,5,39,mobile,234
89.51,4,debit card,clothing,5,41,tablet,215
183.79,1,bank transfer,clothing,4,44,desktop,260
17.05,12,PayPal,clothing,1,38,desktop,275
68.26,15,bank transfer,clothing,3,25,desktop,164
45.62,6,debit card,clothing,2,29,tablet,227
39.09,0,credit card,toys & games,1,31,mobile,7
348.07,8,bank transfer,toys & games,5,27,mobile,3
71.44,22,credit card,health & beauty,1,40,mobile,338
187.61,0,PayPal,electronics,1,28,tablet,4
46.53,20,bank transfer,electronics,5,35,desktop,296
77.17,22,bank transfer,clothing,5,42,tablet,152
348.55,9,credit card,clothing,5,23,tablet,160
81.42,4,debit card,toys & games,5,24,tablet,240
304.13,3,bank transfer,toys & games,5,38,mobile,86
62.82,10,PayPal,toys & games,5,25,tablet,357
119.67,10,debit card,toys & games,3,34,tablet,353
215.15,16,debit card,toys & games,3,37,mobile,98
60.71,2,debit card,home & garden,1,49,desktop,334
83.81,2,debit card,health & beauty,2,22,desktop,309
142.16,9,bank transfer,clothing,2,33,desktop,11
73.3,0,debit card,health & beauty,4,33,mobile,59
101.27,8,PayPal,electronics,5,26,desktop,141
327.58,5,credit card,toys & games,3,7,tablet,321
49.98,12,PayPal,toys & games,1,29,tablet,46
347.79,6,bank transfer,toys & games,3,7,tablet,166
244.05,8,debit card,electronics,5,26,tablet,138
89.1,5,bank transfer,health & beauty,2,34,desktop,138
39.31,18,credit card,clothing,3,22,desktop,269
52.61,8,credit card,toys & games,4,33,desktop,76
216.29,21,debit card,clothing,5,45,mobile,342
64.83,8,PayPal,toys & games,5,29,desktop,187
114.28,3,credit card,health & beauty,3,28,desktop,209
44.19,6,bank transfer,clothing,3,36,mobile,249
115.97,20,bank transfer,clothing,5,32,tablet,36
14.84,22,credit card,electronics,4,41,desktop,250
109.4,19,bank transfer,clothing,4,57,desktop,78
65.27,11,bank transfer,home & garden,5,29,mobile,261
86.58,21,credit card,electronics,5,50,mobile,64
43.55,1,bank transfer,electronics,4,41,desktop,318
482.16,12,bank transfer,health & beauty,4,31,desktop,27
232.48,23,credit card,clothing,5,37,tablet,267
79.53,5,credit card,health & beauty,2,41,mobile,348
197.93,1,bank transfer,electronics,3,40,desktop,55
211.23,1,PayPal,electronics,4,43,mobile,156
77.49,14,bank transfer,electronics,2,36,desktop,238
101.13,5,debit card,home & garden,5,34,desktop,227
36.64,18,debit card,electronics,4,32,desktop,359
83.04,2,debit card,toys & games,2,28,mobile,96
198.48,6,credit card,toys & games,5,30,tablet,96
180.02,5,PayPal,home & garden,4,49,tablet,148
99.26,20,credit card,electronics,4,35,mobile,210
325.62,7,bank transfer,health & beauty,4,34,mobile,204
331.71,14,credit card,clothing,4,17,desktop,49
102.8,21,PayPal,health & beauty,3,50,desktop,248
131.02,16,credit card,clothing,5,40,desktop,69
145.39,11,credit card,toys & games,4,50,desktop,352
126.24,19,bank transfer,toys & games,4,39,desktop,32
538.4,9,bank transfer,electronics,3,34,tablet,311
143.6,19,credit card,toys & games,3,24,tablet,157
154.4,16,bank transfer,toys & games,4,24,mobile,159
185.35,11,credit card,home & garden,5,54,tablet,32
261.46,5,debit card,home & garden,4,26,tablet,180
41.62,2,PayPal,electronics,1,20,desktop,130
73.88,0,debit card,electronics,1,23,desktop,330
115.64,16,debit card,electronics,4,51,tablet,226
76.16,2,debit card,toys & games,2,27,mobile,134
173.06,0,credit card,electronics,5,30,desktop,350
46.32,13,debit card,clothing,4,29,mobile,51
163.27,3,PayPal,clothing,3,34,tablet,275
31.37,19,credit card,toys & games,1,42,desktop,58
56.06,15,credit card,electronics,3,26,desktop,305
682.49,21,bank transfer,clothing,1,23,desktop,27
19.82,0,bank transfer,health & beauty,4,17,mobile,49
71.18,9,debit card,home & garden,1,28,tablet,142
192.48,19,bank transfer,clothing,5,30,tablet,102
668.25,1,debit card,electronics,5,31,desktop,17
94.93,13,debit card,clothing,4,28,mobile,21
107.81,2,bank transfer,health & beauty,4,37,desktop,293
87.43,20,bank transfer,home & garden,2,32,tablet,352
356.01,21,credit card,electronics,3,27,mobile,354
44.15,13,bank transfer,home & garden,5,38,tablet,159
909.13,14,credit card,electronics,4,23,mobile,50
143.94,8,bank transfer,health & beauty,4,49,desktop,146
297.05,22,debit card,toys & games,5,59,mobile,358
209.49,0,bank transfer,clothing,3,26,desktop,110
191.4,8,bank transfer,health & beauty,3,32,tablet,9
128.29,14,bank transfer,home & garden,4,36,mobile,225
129.46,14,bank transfer,health & beauty,3,44,mobile,155
135.76,0,PayPal,health & beauty,5,23,tablet,22
40.21,1,PayPal,health & beauty,5,38,tablet,21
49.56,9,PayPal,health & beauty,1,32,mobile,279
160.78,20,debit card,electronics,2,31,tablet,203
148.79,20,debit card,clothing,5,50,mobile,199
53.54,20,credit card,home & garden,5,26,mobile,203
11.23,0,bank transfer,clothing,1,20,mobile,50
51.31,10,credit card,toys & games,5,54,desktop,192
142.41,16,debit card,health & beauty,4,22,desktop,34
49.42,21,credit card,electronics,4,30,mobile,133
22.08,7,bank transfer,toys & games,4,30,mobile,302
310.69,15,credit card,electronics,3,48,desktop,184
160.14,11,bank transfer,health & beauty,3,44,tablet,34
154.15,21,PayPal,toys & games,5,43,desktop,60
97.92,6,debit card,electronics,2,42,tablet,55
154.58,18,bank transfer,health & beauty,4,39,mobile,230
167.86,23,debit card,clothing,3,35,mobile,343
192.95,21,credit card,clothing,5,57,mobile,218
88.43,0,bank transfer,home & garden,4,35,desktop,40
143.61,2,debit card,electronics,2,19,desktop,28
36.61,2,debit card,clothing,1,49,tablet,234
38.82,9,debit card,clothing,4,38,mobile,59
30.46,21,credit card,clothing,3,40,tablet,50
142.33,10,debit card,electronics,2,37,desktop,103
94.16,22,PayPal,health & beauty,2,24,tablet,108
66.37,16,credit card,health & beauty,1,18,mobile,330
99.93,8,bank transfer,clothing,2,29,tablet,263
204.81,1,bank transfer,toys & games,5,31,desktop,98
636.38,1,PayPal,electronics,3,33,mobile,153
59.99,2,bank transfer,clothing,1,36,mobile,190
58.17,17,PayPal,clothing,4,31,desktop,265
66.49,5,bank transfer,clothing,4,44,tablet,262
184.02,7,credit card,electronics,3,38,mobile,159
52.82,13,bank transfer,electronics,4,21,desktop,306
216.86,15,debit card,electronics,3,21,mobile,303
42.97,21,debit card,electronics,5,31,desktop,29
229.05,7,debit card,health & beauty,5,37,tablet,345
198.29,16,credit card,electronics,3,31,desktop,126
55.84,13,PayPal,clothing,3,21,mobile,117
229.62,5,debit card,toys & games,5,41,tablet,249
67.62,16,PayPal,toys & games,3,26,desktop,205
189.67,12,credit card,electronics,3,40,mobile,48
102.63,6,PayPal,electronics,2,46,desktop,15
25.54,3,bank transfer,home & garden,5,32,desktop,191
231.86,9,credit card,clothing,5,43,mobile,298
79.53,15,bank transfer,toys & games,4,21,desktop,50
86.5,1,debit card,health & beauty,2,33,tablet,82
160.25,20,PayPal,electronics,3,9,tablet,155
120.78,16,bank transfer,home & garden,2,49,mobile,18
167.47,10,PayPal,electronics,5,18,mobile,80
20.81,16,bank transfer,clothing,2,22,tablet,225
19.3,6,credit card,electronics,5,26,tablet,356
140.11,7,debit card,clothing,5,33,desktop,154
314.73,13,debit card,electronics,5,32,tablet,116
117.71,22,bank transfer,toys & games,2,38,desktop,318
58.56,17,credit card,electronics,4,33,mobile,9
346.25,18,credit card,health & beauty,5,42,mobile,52
198.35,18,PayPal,health & beauty,5,41,desktop,131
127.12,16,PayPal,clothing,4,20,mobile,29
118.99,4,bank transfer,health & beauty,5,44,tablet,167
250.51,2,bank transfer,electronics,5,28,desktop,9
109.29,8,credit card,home & garden,2,27,tablet,281
147.02,4,bank transfer,toys & games,3,26,mobile,321
79.55,13,debit card,health & beauty,4,21,tablet,210
32.71,13,debit card,electronics,4,24,desktop,153
70.82,15,credit card,health & beauty,4,33,desktop,248
275.32,17,bank transfer,clothing,5,36,desktop,2
319.65,22,debit card,toys & games,2,34,desktop,8
38.12,20,PayPal,electronics,4,35,desktop,83
115.97,3,credit card,health & beauty,3,43,tablet,11
54.81,21,credit card,electronics,5,30,desktop,103
133.51,15,PayPal,electronics,5,30,tablet,161
715.09,21,debit card,electronics,5,21,tablet,158
62.8,10,PayPal,home & garden,3,46,desktop,35
180.75,9,bank transfer,clothing,4,38,mobile,336
43.83,11,bank transfer,health & beauty,5,16,tablet,82
31.62,23,credit card,electronics,5,19,desktop,352
182.77,9,debit card,electronics,5,11,tablet,120
97.43,12,PayPal,toys & games,4,32,desktop,305
242.78,14,bank transfer,electronics,4,31,tablet,10
92.3,3,bank transfer,electronics,1,22,desktop,20
138.67,22,PayPal,electronics,2,47,desktop,15
26.74,13,credit card,clothing,1,53,desktop,30
135.92,17,PayPal,health & beauty,5,36,desktop,137
10.05,7,credit card,electronics,3,51,tablet,38
135.79,16,PayPal,toys & games,4,37,desktop,312
